username,full_text,cleaned_text
geart007,Tenang pak presiden @jokowi ada @anjares90 dia masih hidup lagi ngerjain dan bully bank luar dan swasta pinjol fintech yg kurang ajar. Swasta yg mau maksa printing money aliran dana mereka uda di ketahui. Anjar the shadow man dia protect rupiah agar menguat dan tidak melemah.,"['tenang', 'pak', 'presiden', 'hidup', 'ngerjain', 'bully', 'bank', 'luar', 'swasta', 'pinjam', 'online', 'fintech', 'kurang', 'ajar', 'swasta', 'mau', 'maksa', 'printing', 'uang', 'alir', 'dana', 'sudah', 'tahu', 'anjar', 'the', 'shadow', 'man', 'dia', 'protect', 'rupiah', 'kuat', 'tidak', 'lemah']"
Demamkorea_,terakhir aku mybut kata putus 1btahun yang lalu waktu kitabner2 putus krna pinjol km wkwk,"['akhir', 'aku', 'mybut', 'kata', 'putus', 'btahun', 'lalu', 'waktu', 'kitabner', 'putus', 'pinjam', 'online', 'kamu', 'wkwk']"
Hibra_id,TERIMA UANG TRANSFER GAK DI KENAL? JANGAN DIPAKAI! BISA JADI JEBAKAN PINJOL! #INIKASUSNYA Hati-hati sama modus terbaru pinjol ilegal nih! Jangan asal pake ya kalau dapet transferan dari orang yang gak di kenal! #hukum #legal #lawyer #legalconsultant #pinjol #pinjolilegal #ojk https://t.co/JZZqN6UoHC,"['terima', 'uang', 'transfer', 'enggak', 'kenal', 'jangan', 'pakai', 'jadi', 'jebak', 'pinjam', 'online', 'hati', 'hati', 'sama', 'modus', 'baru', 'pinjam', 'online', 'ilegal', 'nih', 'jangan', 'asal', 'pakai', 'kalau', 'transfer', 'orang', 'enggak', 'kenal']"
solusipinjoll,Terimakasih.,['terimakasih']
Angelll_0011,Terjebak 30 pinjol beranak bunga tinggi tenor pendek Sudah tak kuat lagi mau aman galbay tanpa malu sebar data ke kantor kontakedsos .. Kita galbay saja dengan aman Backup cloning apk Aman tanpa sebar data Kawal. Dampingi sampai tuntas #pinjol #pinjamanonline #galbaypinjol https://t.co/O3gBu9Di05,"['jebak', 'pinjam', 'online', 'anak', 'bunga', 'tinggi', 'tenor', 'pendek', 'tak', 'kuat', 'mau', 'aman', 'gagal', 'bayar', 'malu', 'sebar', 'data', 'kantor', 'kontakedsos', 'gagal', 'bayar', 'dengan', 'aman', 'backup', 'cloning', 'aman', 'sebar', 'data', 'kawal', 'damping', 'tuntas']"
Angelll_0011,Terjebak banyak pinjol ilegaal bunga tinggi tenor pendem tak mampu lagi memilih galbay tanpa sebar data ke kontak medsos &amp; kantor Bunda tiara solusinya galbay dengan aman backup cloning Aman galbay tanpa sebar data kawal dampingi sampai tuntas #pinjol https://t.co/8gPmYZ4W9Q,"['jebak', 'banyak', 'pinjam', 'online', 'ilegaal', 'bunga', 'tinggi', 'tenor', 'pendem', 'tak', 'mampu', 'pilih', 'gagal', 'bayar', 'sebar', 'data', 'kontak', 'medsos', 'kantor', 'bunda', 'tiara', 'solusi', 'gagal', 'bayar', 'aman', 'backup', 'cloning', 'aman', 'gagal', 'bayar', 'sebar', 'data', 'kawal', 'damping', 'tuntas']"
_fcksleep,Terjebak pada zona pinjol sampai 27jt,"['jebak', 'zona', 'pinjam', 'online', 'juta']"
Angelll_0011,Terjebak pinjol Mau galbay tak siap sebar data Dan tak siap neror kontak medsos Backup cloning galbay aman tanpa sebar data kawal sampai akhir aman tdk ada dc kerumah Bjnda tiara solusinyareal testi backup cloning aman galbay pinjol #pinjol #galbaypinjol https://t.co/o5N68nBaV3,"['jebak', 'pinjam', 'online', 'mau', 'gagal', 'bayar', 'tak', 'siap', 'sebar', 'data', 'tak', 'siap', 'neror', 'kontak', 'medsos', 'backup', 'cloning', 'gagal', 'bayar', 'aman', 'sebar', 'data', 'kawal', 'akhir', 'aman', 'ada', 'tagih', 'hutang', 'rumah', 'bjnda', 'tiara', 'solusinyareal', 'testimoni', 'backup', 'cloning', 'aman', 'gagal', 'bayar', 'pinjam', 'online']"
ngeby,Terjerat penyakit cek out sopi kronis berbahaya udah selevel judi pinjol ‍,"['jerat', 'sakit', 'cek', 'out', 'kronis', 'bahaya', 'level', 'judi', 'pinjam', 'online']"
Angelll_0011,terjerat pinjaman online?? capek galilobang tutup lobang Habis gaji tiap bulan gak kuat lagi bingung mau bayar pakai apa takut ada dc takut kena bii takut sebar data pinjol menumpuk Selesaikan dengan cara aman Konsultasi sebelum ada apk galbay / telat bayar,"['jerat', 'pinjam', 'online', 'capek', 'galilobang', 'tutup', 'lubang', 'habis', 'gaji', 'tiap', 'bulan', 'enggak', 'kuat', 'bingung', 'mau', 'bayar', 'pakai', 'apa', 'takut', 'tagih', 'hutang', 'takut', 'kena', 'bii', 'takut', 'sebar', 'data', 'pinjam', 'online', 'tumpuk', 'selesai', 'cara', 'aman', 'konsultasi', 'ada', 'gagal', 'bayar', 'telat', 'bayar']"
mediadetik60,Terkini KUR BRI 2024! Masih Ada Pinjaman di Bank BRI Hingga Rp500 juta Secara Online Cuma Modal KTP dan KK: Wajib Baca Pelaku UMKM https://t.co/zK6XcHLFd8,"['kini', 'kur', 'bri', 'ada', 'pinjam', 'bank', 'bri', 'hingga', 'rp', 'juta', 'online', 'cuma', 'modal', 'kartu', 'tanda', 'duduk', 'kakak', 'wajib', 'baca', 'laku', 'umkm']"
Angelll_0011,Terlanjur kejebak 46 pinjol Beranak ilegal apk di dalam apk Habis semua Kita backup cloning galbay aman Tanpa sebar data Tdk ada dc kerumah Tidak neror kantor &amp; kontak Kawal sampai akhir Medan COD jauh tutor #pinjol #pinjamanonline #galbaypinjol #jokipinjol #korbanpinjol https://t.co/HnyvfmDImH,"['lanjur', 'jebak', 'pinjam', 'online', 'anak', 'ilegal', 'dalam', 'habis', 'semua', 'backup', 'cloning', 'gagal', 'bayar', 'aman', 'sebar', 'data', 'ada', 'tagih', 'hutang', 'rumah', 'neror', 'kantor', 'kontak', 'kawal', 'akhir', 'medan', 'cod', 'jauh', 'tutor']"
Angelll_0011,Terlanjur kejebak banyak pinjol stop gali tutup Selesaikan pakai semi dan ilegal tanpa hbis uang pribadi Tanpa sebar data dan aman tdk ada dc kerumah Kawal sampai akhir https://t.co/qJlE8awpc6,"['lanjur', 'jebak', 'banyak', 'pinjam', 'online', 'stop', 'gali', 'tutup', 'selesai', 'pakai', 'semi', 'ilegal', 'habis', 'uang', 'pribadi', 'sebar', 'data', 'aman', 'ada', 'tagih', 'hutang', 'rumah', 'kawal', 'akhir']"
Angelll_0011,Terlanjur kejebak pinjol bunga tinggi tenor pendek stop gali tutup apalagi perpanjangan galbay dengan aman tanpa sebar data dan tdk neror kantor Backup cloning galbay aman Jangan sampai semua habis kawal sampai akhir https://t.co/LVWogFDuyU,"['lanjur', 'jebak', 'pinjam', 'online', 'bunga', 'tinggi', 'tenor', 'pendek', 'stop', 'gali', 'tutup', 'panjang', 'gagal', 'bayar', 'aman', 'sebar', 'data', 'tidak', 'neror', 'kantor', 'backup', 'cloning', 'gagal', 'bayar', 'aman', 'jangan', 'semua', 'habis', 'kawal', 'akhir']"
meonangis,terlepas dari masalahnya dengan korban sampe main doxing. cuma mau ingetin buat #moots jangan pernah pake jasa pinjol berkedok gestun. bisnis illegal ga perlu disupport. apalagi yang pake avkor + anon kebanyakan scam kasusnya udah banyak. mirip skema bisnis monyet ini. tetap,"['lepas', 'masalah', 'korban', 'main', 'doxing', 'cuma', 'mau', 'ingat', 'buat', 'jangan', 'pernah', 'pakai', 'jasa', 'pinjam', 'online', 'kedok', 'gestun', 'bisnis', 'illegal', 'enggak', 'perlu', 'disupport', 'yang', 'pakai', 'avkor', 'anon', 'banyak', 'tipu', 'kasus', 'banyak', 'mirip', 'skema', 'bisnis', 'monyet', 'tetap']"
detikcom,Terlilit pinjol! Ibu rumah tangga (IRT) berinisial HS (36) di Kota Palopo nekat mencuri motor gegara terlilit utang pinjaman online (pinjol) sebesar Rp 5 juta. Via: @detiksulsel https://t.co/HQG0RNT49D,"['lilit', 'pinjam', 'online', 'ibu', 'rumah', 'tangga', 'ibu', 'rumah', 'tangga', 'inisial', 'kota', 'palopo', 'nekat', 'curi', 'motor', 'gegara', 'lilit', 'utang', 'pinjam', 'online', 'pinjam', 'online', 'besar', 'rp', 'juta', 'via']"
detiksulsel,Terlilit pinjol! IRT berinisial HS (36) di Kota Palopo nekat mencuri motor gegara terlilit utang pinjaman online (pinjol) sebesar Rp 5 juta. Pelaku kini diamankan polisi untuk pemeriksaan. #palopo #pinjol #IRT #curimotor #terlilitutang #detikSulsel https://t.co/FnDHhTonoR,"['lilit', 'pinjam', 'online', 'ibu', 'rumah', 'tangga', 'inisial', 'kota', 'palopo', 'nekat', 'curi', 'motor', 'gegara', 'lilit', 'utang', 'pinjam', 'online', 'pinjam', 'online', 'besar', 'rp', 'juta', 'laku', 'kini', 'aman', 'polisi', 'periksa']"
lfkmlrd,Ternyata bener orang yg suka flexing tuh belum tentu duit sendiri ternyata duit pinjol atau duit ngutang *upss ,"['nyata', 'benar', 'orang', 'suka', 'pamer', 'tuh', 'tentu', 'duit', 'sendiri', 'nyata', 'duit', 'pinjam', 'online', 'duit', 'hutang', 'upss']"
JATlNANGOR,ternyata blio kelilit pinjol karena selingkuh sama orang procurement https://t.co/IsAqOlZe0x,"['nyata', 'blio', 'lilit', 'pinjam', 'online', 'selingkuh', 'sama', 'orang', 'procurement']"
Tony_Crosz,TERNYATA FAKTA DAN NYATA AKIBAT KETAGIHAN JUDOL BISA BIKIN HIDUP HANCUR !!!! PINJOL JUDOL https://t.co/9p4NwGaR2h,"['nyata', 'fakta', 'nyata', 'akibat', 'tagih', 'judi', 'online', 'bikin', 'hidup', 'hancur', 'pinjam', 'online', 'judi', 'online']"
blank_identity9,TERNYATA Rindu itu seperti Hutang PinJol Semakin didiamkan semakin banyak dan besar ,"['nyata', 'rindu', 'seperti', 'hutang', 'pinjam', 'online', 'makin', 'diam', 'makin', 'banyak', 'besar']"
itsvrencia,Terpaksa ga lanjut kuliah grgr pinjol. Yaudah kerja dulu cari duit trs gas S1,"['paksa', 'enggak', 'lanjut', 'kuliah', 'gara-gara', 'pinjam', 'online', 'yaudah', 'kerja', 'dulu', 'cari', 'duit', 'terus', 'gas', 'si']"
raymauwin,Terpaksa harus pinjol,"['paksa', 'pinjam', 'online']"
trytolifenormal,Terus sahabatku ini cerita mungkin maksud dia pengen ngeluarin unek2. Dan ternyata dia jg sempet berurusan sama pinjol ,"['terus', 'sahabat', 'cerita', 'mungkin', 'maksud', 'pengin', 'keluar', 'unek', 'nyata', 'juga', 'sempat', 'urus', 'sama', 'pinjam', 'online']"
lemontese,terus somehow gw kenal pinjol dan gw nekat bisnis make modal utang. yeah.. it changed alot on my personality gw skrg kasar bgt dan keknya mutual lama gw klo liat gw pasti kaget deh. soalnya dulu gw tuh kek attract people buat rajin reply. terus pas gw mulai bisnis itu,"['terus', 'somehow', 'gue', 'kenal', 'pinjam', 'online', 'gue', 'nekat', 'bisnis', 'pakai', 'modal', 'utang', 'yeah', 'changed', 'alot', 'on', 'my', 'personality', 'gue', 'sekarang', 'kasar', 'banget', 'kayak', 'mutual', 'lama', 'gue', 'kalo', 'lihat', 'gue', 'kaget', 'deh', 'soal', 'dulu', 'gue', 'tuh', 'kayak', 'attract', 'people', 'buat', 'rajin', 'reply', 'terus', 'pas', 'gue', 'mulai', 'bisnis']"
KaredokLeunca__,Terus terang ncu @jokowi emak tuh pusing ni negara mau di buat apah? Udah kasus vina harga minyak naik pajak naik UKT TAPERA begal tawuran antar pelajar prilaku pejabat yg bobrok korupsi judi onlen pinjol geng sepedah bocil Bunga kriditan kutang jg naik. Pusiiing..gkgkgk,"['terus', 'terang', 'ncu', 'emak', 'tuh', 'pusing', 'nih', 'negara', 'mau', 'buat', 'apa', 'kasus', 'vina', 'harga', 'minyak', 'naik', 'pajak', 'naik', 'uang', 'kuliah', 'tunggal', 'begal', 'tawur', 'antar', 'ajar', 'prilaku', 'jabat', 'bobrok', 'korupsi', 'judi', 'online', 'pinjam', 'online', 'geng', 'dah', 'bocil', 'bunga', 'kriditan', 'kutang', 'naik', 'pusing', 'gkgkgk']"
bnrbgt,Test ht masuk? #zonauang,"['test', 'hati', 'masuk']"
carrollsdairy,testi cek media atau bisa minta testi trusted di tele ya,"['testimoni', 'cek', 'media', 'bisa', 'minta', 'testimoni', 'percaya']"
Aditya_Candraaa,TESTI PENCAIRAN 26/5/2024 OPEN ORDER LAYANAN JASA JOKI PINJOL AMANAH &amp; TRUSTED. BAGI YG BERMINAT SILAHKAN KONSULTASI MELALUI ADMIN: @Aditya_Candraaa #jokipinjol https://t.co/1aOlSiiRgK,"['testimoni', 'cair', 'open', 'order', 'layan', 'jasa', 'joki', 'pinjam', 'online', 'amanah', 'percaya', 'yang', 'minat', 'sila', 'konsultasi', 'lalu', 'admin']"
Pengendiemaja,Testimoni lagiii silakan yang mau ACC Akulaku pinjaman online atau untuk kredit kredit bisa pakai link referral aku link download : https://t.co/rE2tXslDtc https://t.co/5fWK4BmIcf,"['testimoni', 'sila', 'mau', 'terima', 'pinjam', 'online', 'untuk', 'kredit', 'kredit', 'pakai', 'link', 'referral', 'aku', 'link', 'download']"
Angelll_0011,Tetap semangat Sudahi galau mu Untuk kalian yang sampai Jual sana sini Demi gali tutup Pinjol ingat keluarga Galbay pinjol dengan aman Lepaskan semua Dan kembali hidup normal Konsuktasi bunda tiara solusinya #pinjol #galbaypinjol #pinjamanonline #korbanpinjol #jokipinjol https://t.co/cq2GWqHpeB,"['tetap', 'semangat', 'sudah', 'galau', 'mu', 'kalian', 'sampai', 'jual', 'sana', 'sini', 'gali', 'tutup', 'pinjam', 'online', 'ingat', 'keluarga', 'gagal', 'bayar', 'pinjam', 'online', 'aman', 'lepas', 'semua', 'kembali', 'hidup', 'normal', 'konsuktasi', 'bunda', 'tiara', 'solusi']"
Angelll_0011,Tetap semangat Sudahi gali tutup pinjol Selesaikan dengan aman Galbay pinjol tanpa sebar data &amp; tdk ada dc kerumah Bunda tiara solusinya #pinjol #korbanpinjol #galbaypinjol https://t.co/mMsMg925EN,"['tetap', 'semangat', 'sudah', 'gali', 'tutup', 'pinjam', 'online', 'selesai', 'aman', 'gagal', 'bayar', 'pinjam', 'online', 'sebar', 'data', 'ada', 'tagih', 'hutang', 'rumah', 'bunda', 'tiara', 'solusi']"
Angelll_0011,Tetap setia kawal dampingi sampai tuntasss bunda tiara Kawal sampai galbay benar benar aman tanpa sebar data tdk ada dc kerumah dan tdk kena bii Sudahi galau mu Ingat anak mu butuh masa depan #pinjol #pinjamanonline https://t.co/2MxYDKCOZ0,"['tetap', 'setia', 'kawal', 'damping', 'tuntas', 'bunda', 'tiara', 'kawal', 'gagal', 'bayar', 'benar', 'benar', 'aman', 'sebar', 'data', 'ada', 'tagih', 'hutang', 'rumah', 'tidak', 'kena', 'bii', 'sudah', 'galau', 'mu', 'ingat', 'anak', 'mu', 'butuh', 'masa', 'depan']"
solusipinjoll,tetap waras !! gunakan uang kita sebaik baiknya daripada bayar jasa itu mendingan dipake untuk bayar aplikasi yang sudah pasti ada dc ( akulaku kredivo dll ),"['tetap', 'waras', 'guna', 'uang', 'baik', 'baik', 'bayar', 'jasa', 'mending', 'pakai', 'bayar', 'aplikasi', 'sudah', 'ada', 'tagih', 'hutang']"
JATlNANGOR,Thread korporat mba fira di layoff krn drpd di parkirkan saja tapi terima gaji (fitnah) image mas sayyid jelek karena selalu mencak-mencak ternyata dese ada hutang sama mas radhevan blio kelilit pinjol tapi tas prada nya segudang https://t.co/EN73S2x8VK,"['thread', 'korporat', 'mbak', 'fira', 'layoff', 'daripada', 'parkir', 'terima', 'gaji', 'fitnah', 'image', 'mas', 'sayyid', 'jelek', 'selalu', 'mencak', 'mencak', 'nyata', 'dese', 'hutang', 'sama', 'mas', 'radhevan', 'blio', 'lilit', 'pinjam', 'online', 'tapi', 'tas', 'prada', 'nya', 'gudang']"
wiwin_novia,Tidak elok rasanya jika yg bekerja seumur hidup dibayar underpaid hingga banyak yang terjerat pinjol sementara yg bekerja 5 tahun mendapat uang pensiun seumur hidup.,"['elok', 'rasa', 'kerja', 'umur', 'hidup', 'bayar', 'underpaid', 'hingga', 'banyak', 'yang', 'jerat', 'pinjam', 'online', 'yang', 'kerja', 'tahun', 'dapat', 'uang', 'pensiun', 'umur', 'hidup']"
hokimpet,tips dong biar bisa kena pick #banggar,"['tips', 'dong', 'biar', 'kena', 'pick']"
cnbcindonesia,Tips OJK Cara Agar Tak Berurusan dengan Debt Collector Pinjol https://t.co/XiqKIqJBaa,"['tips', 'otoritas', 'jasa', 'uang', 'cara', 'tak', 'urus', 'hutang', 'kolektor', 'pinjam', 'online']"
rumikroba,Tkut banget ksian anakku blm berpenghasilan curiga didaftarin pinjol,"['takut', 'banget', 'ksi', 'anak', 'hasil', 'curiga', 'didaftarin', 'pinjam', 'online']"
Joker_Ulosowo,Tolak TAPERA !!! Kosongkan Rekening Bank !!! Hindari bayar pajak sebisa mungkin !!! Jangan lanjutkan cicilan bank pinjol dll !!! Opo iyo to le ???? Mbuh ra ngerti aku mbah,"['tolak', 'kosong', 'rekening', 'bank', 'hindar', 'bayar', 'pajak', 'bisa', 'mungkin', 'jangan', 'lanjut', 'cicil', 'bank', 'pinjam', 'online', 'opo', 'iyo', 'boleh', 'embuh', 'ra', 'erti', 'aku', 'mbah']"
Gisya_ayu,Tolong ya Budi dari rupiah cepat dikondisikan Nelponin terus tiap hari Gue gak tertarik pinjol bgst Bala banget,"['ya', 'budi', 'rupiah', 'cepat', 'kondisi', 'nelponin', 'terus', 'tiap', 'hari', 'gue', 'enggak', 'tarik', 'pinjam', 'online', 'bala', 'banget']"
deeaelll,tp alhamdullilah dia gapernah judol sm pinjol atau hal2 ga baik. hobi dia yg plg nyebelin itu hanya game dan fotografi sjshshs,"['alhamdullilah', 'enggak', 'pernah', 'judi', 'online', 'sama', 'pinjam', 'online', 'hal', 'enggak', 'baik', 'hobi', 'yang', 'pulang', 'sebal', 'hanya', 'main', 'fotografi', 'sjshshs']"
nuestracancio,tp yg lebi nyesek lg ni. uda terjerat pinjol dia kaga mau bayar yg bayar malah bininya tp bininya jg kerja pp jauh gt kan otomatis ga yg bisa nutup banget utang suaminya gue nyesek bgt wallahi pengen nyumpah nyerapahin ni lakinya kaga ada tanggung jawabnya,"['lebi', 'sesak', 'nih', 'jerat', 'pinjam', 'online', 'kagak', 'mau', 'bayar', 'bayar', 'malah', 'bini', 'bini', 'kerja', 'jauh', 'kan', 'otomatis', 'enggak', 'yang', 'bisa', 'nutup', 'banget', 'utang', 'suami', 'gue', 'sesak', 'banget', 'wallahi', 'pengin', 'nyumpah', 'nyerapahin', 'nih', 'laki', 'kagak', 'tanggung', 'jawab']"
belajarsnbtyuk,tpi mau pinjol uda tau bunganya gede utang spaylater dia beli brg² ga penting jg banyak ngerokok berslop-slop tiap hari hrus minum kopi. pengeluaran dia tu boros bgt anj GUE AJ ANAKNYA HEMAT² AMPE KURUS KEREMPENG GINI GA BELI SKINCARE SAMSEK G BELI BAJU KEK ANAK CWE² LAIN,"['mau', 'pinjam', 'online', 'tau', 'bunga', 'besar', 'utang', 'beli', 'bareng', 'enggak', 'penting', 'banyak', 'ngerokok', 'berslop', 'slop', 'tiap', 'hari', 'minum', 'kopi', 'keluar', 'itu', 'boros', 'banget', 'anjing', 'gue', 'anak', 'hemat', 'kurus', 'kerempeng', 'begini', 'enggak', 'beli', 'skincare', 'sama', 'sekali', 'enggak', 'beli', 'baju', 'kayak', 'anak', 'cewek']"
dustydiaryy,Trus dia ngaku pinjem duit ke temen-temennya (but me dia ga ngaku). Sampe adekku bilang ke ibuku jangan ngomong masalah ini ke aku karena kasian adek iparku stres katanya kena mental ditagihi pinjol,"['terus', 'aku', 'pinjam', 'duit', 'teman', 'teman', 'but', 'me', 'enggak', 'aku', 'adekku', 'bilang', 'ibu', 'jangan', 'omong', 'masalah', 'ke', 'aku', 'kasihan', 'adek', 'ipar', 'stres', 'kata', 'kena', 'mental', 'tagih', 'pinjam', 'online']"
Angelll_0011,Tuntas kan pinjol tanpa habis jangan pribadi medan sod jauh tutor kawal sampai tuntas Selesaikan legall resmi pakai semi dan ilegaal dengan cara aman tanpa sebar data &amp; tdk ada dc kerumah kawal sampai akhir Note yang sudah GALBAY Kami SKIP #PINJOL https://t.co/eKAAanaQvb,"['tuntas', 'kan', 'pinjam', 'online', 'habis', 'jangan', 'pribadi', 'medan', 'sod', 'jauh', 'tutor', 'kawal', 'tuntas', 'selesai', 'legall', 'resmi', 'pakai', 'semi', 'ilegaal', 'cara', 'aman', 'sebar', 'data', 'ada', 'tagih', 'hutang', 'rumah', 'kawal', 'akhir', 'note', 'sudah', 'gagal', 'bayar', 'skip']"
Aria_Consultant,Uang gratis lagi buat nutup tagihan aplikasi legal. masih ada tagihan di aplikasi seperti Shopee Akulaku Kredivo dan berbagai aplikasi lainnya kita bantu selesaikan. more info ke telegram https://t.co/sIJqsoFz7f #pinjolilegal #jokipinjol #telbay #galbay,"['uang', 'gratis', 'buat', 'nutup', 'tagih', 'aplikasi', 'legal', 'ada', 'tagih', 'aplikasi', 'bagai', 'aplikasi', 'lain', 'bantu', 'selesai', 'more', 'info', 'telegram']"
xxz223j,Uang hasil judi juga tidak berkah dan jika kalah terus akan stress dan depresi bahkan ada yang gila lalu telanjang sambil joget-joget karena judi online dan utang pinjol https://t.co/PO2hkhNbke,"['uang', 'hasil', 'judi', 'tidak', 'berkah', 'jika', 'kalah', 'terus', 'stres', 'depresi', 'bahkan', 'yang', 'gila', 'lalu', 'telanjang', 'joget', 'joget', 'judi', 'online', 'utang', 'pinjam', 'online']"
bnrbgt,Udah akhir bulan trs masih bingung mau bayar tunggakan pinjol tapi uangnya masih belum ada? yu boleh dikonsultasiin dulu kesini. Atau udah capek galob tulob dan pengen fokus untuk bayar legalnya aja sini dibantu untuk amanin biar enak galbaynya. #zonauang #zonajajan #jokipinjol,"['akhir', 'bulan', 'terus', 'bingung', 'mau', 'bayar', 'tunggak', 'pinjam', 'online', 'uang', 'belum', 'yuk', 'dikonsultasiin', 'dulu', 'kesini', 'sudah', 'capek', 'gali', 'lubang', 'tutup', 'lubang', 'pengin', 'fokus', 'bayar', 'legal', 'sini', 'bantu', 'amanin', 'biar', 'enak', 'galbaynya']"
trytolifenormal,Udah diambang hancur hidupku gara2 pinjol laknat pengen galbay takut duluan ga galbay hidupku ga karuan allah tolong aku,"['ambang', 'hancur', 'hidup', 'gara', 'pinjam', 'online', 'laknat', 'pengin', 'gagal', 'bayar', 'takut', 'duluan', 'enggak', 'gagal', 'bayar', 'hidup', 'enggak', 'karuan', 'tuhan', 'aku']"
carrollsdairy,Udah gajian tapii ada yang mau jatuh tempon punya tagihan spaylater spinjam akulaku? udah capek banget uang habisdan pengen lunas tapi ga lunas lunas sini ka konsul aku kasih tau caranya free konsul di tele yaa #zonauang #zonajajan #pinjol #jokipinjol #jokigalbay,"['gaji', 'ada', 'mau', 'jatuh', 'tempon', 'punya', 'tagih', 'capek', 'banget', 'uang', 'habisdan', 'pengin', 'lunas', 'enggak', 'lunas', 'lunas', 'sini', 'kak', 'konsultasi', 'aku', 'kasih', 'tau', 'cara', 'free', 'konsultasi']"
teu_boba,Udah kapok pake pinjol.. untung dah gw lunasin.. telat 1-2 hari telponnya mengintimidasi.. padahal gw nunggu tgl 1 biar sekalian gajian . Eh malaknya bgt.. mana ke kontak darurat juga lagi.. hadehh.,"['kapok', 'pakai', 'pinjam', 'online', 'untung', 'deh', 'gue', 'lunasin', 'telat', 'hari', 'telpon', 'intimidasi', 'padahal', 'gue', 'tunggu', 'tanggal', 'biar', 'sekali', 'gaji', 'eh', 'malak', 'banget', 'mana', 'kontak', 'darurat', 'lagi', 'hadehh']"
0Xcisty,Udah mah anaknya kelilit pinjol ibuknya tekor main ginian Ya Allah,"['mah', 'anak', 'lilit', 'pinjam', 'online', 'ibuknya', 'tekor', 'main', 'begini', 'tuhan']"
brrybluew,Udah mau jatuh tempo spinjam kredivo gopaylater akulaku easycash adakami? Jgn sampe telat bayar bahkan galbay aplikasi legal loh Lebih baik joki aplikasi aman tanpa dibayar buat bayar tagihan legal yuk boleh cek testi @brrybluew aja #jokipinjol #jokigalbay #zonauang https://t.co/HQxfe49q3t,"['mau', 'jatuh', 'tempo', 'gopaylater', 'easycash', 'jangan', 'telat', 'bayar', 'bahkan', 'gagal', 'bayar', 'aplikasi', 'legal', 'loh', 'lebih', 'baik', 'joki', 'aplikasi', 'aman', 'bayar', 'buat', 'bayar', 'tagih', 'legal', 'yuk', 'cek', 'testimoni']"
alyasscnd,udah ngeslot pinjol nipu tidur sama cwe di app ijo lagi. redflagnya jangan diborong bos,"['ngeslot', 'pinjam', 'online', 'nipu', 'tidur', 'sama', 'cewek', 'app', 'redflagnya', 'jangan', 'borong', 'bos']"
chaezecakee,Udh mah bawa kabur duit Go miskin kelilit pinjol lagi msh berani nikah???? Org yg ekonominya udh stabil aja msh mikir² buat nikah loh.,"['mah', 'bawa', 'kabur', 'duit', 'go', 'miskin', 'lilit', 'pinjam', 'online', 'masih', 'berani', 'nikah', 'orang', 'ekonomi', 'stabil', 'masih', 'mikir', 'buat', 'nikah', 'loh']"
Cuddlep1e,udh merem 4 jam tp gk tdr,"['merem', 'jam', 'enggak', 'tidur']"
dancersejati07,UKT &amp; saran ngutang dari Mendikbud. Kalo gak punya tanah ke pinjol. Ini proyek cuci uang gerombolan maling. Yang punya tanah pinjam bank. Kalau gak mampu bayar tanah disita bank diambil alih cukong Pemiskinan rakyat berjalan. #KorupsiBikinRISekarat #KorupsiBikinRISekarat,"['uang', 'kuliah', 'tunggal', 'saran', 'hutang', 'mendikbud', 'kalau', 'enggak', 'punya', 'tanah', 'pinjam', 'online', 'proyek', 'cuci', 'uang', 'gerombol', 'maling', 'punya', 'tanah', 'pinjam', 'bank', 'kalau', 'enggak', 'mampu', 'bayar', 'tanah', 'sita', 'bank', 'ambil', 'alih', 'cukong', 'miskin', 'rakyat', 'jalan']"
villainimmk,UKT mahal bnyak mahasiswa kurang mampu putus kuliah Meanwhile yg lain sibuk ambil pinjol nonton konser dan nyuruh Univ undang Kpop. Anjing emg.... Beda kontek jd andalan.,"['uang', 'kuliah', 'tunggal', 'mahal', 'banyak', 'mahasiswa', 'kurang', 'mampu', 'putus', 'kuliah', 'meanwhile', 'lain', 'sibuk', 'ambil', 'pinjam', 'online', 'tonton', 'konser', 'nyuruh', 'universitas', 'undang', 'kpop', 'memang', 'beda', 'kontek', 'jadi', 'andal']"
bisnisbandung63,UKT Semakin Mahal Daripada Ambil Pinjol Mending Coba Salah Satu dari 11 Bisnis yang Cocok untuk Mahasiswa Berikut Ini https://t.co/j9droSBkUs,"['uang', 'kuliah', 'tunggal', 'makin', 'mahal', 'ambil', 'pinjam', 'online', 'mending', 'coba', 'salah', 'satu', 'bisnis', 'cocok', 'mahasiswa', 'ikut']"
AirinDatangLagi,UKT tinggi..?? Tak Perlu Panik Tak Perlu Misuh² wahai Mahasiswa..tenang masih ada PINJOL Selamat Menikmati dari hasil DIAM kalian selama ini https://t.co/dH1NOb2GR9,"['uang', 'kuliah', 'tunggal', 'tinggi', 'tak', 'perlu', 'panik', 'tak', 'perlu', 'misuh', 'wahai', 'mahasiswa', 'tenang', 'ada', 'pinjam', 'online', 'selamat', 'nikmat', 'hasil', 'diam', 'kalian', 'lama']"
PriaMedan3,UMN dari mana pinjol nya!!,"['umn', 'mana', 'pinjam', 'online', 'nya']"
PriaMedan3,UMSU dari mana pinjol nya!!,"['umsu', 'mana', 'pinjam', 'online', 'nya']"
